GAKG,Officer Petty929670,6,14560,1962,352,Winber,78653,78653,Euwubop,0001-01-01T00:00:00
INTV,SirAngel0306,7,6780,1397,722,Winber,78653,78653,Euwubop,0001-01-01T00:00:00
BLKW,MadMaxi66,12,42221,19775,1821,Winber,78653,78653,Kavem,0001-01-01T00:00:00
MYS,alvinyip88,15,60000,16389,161,Winber,78653,78653,Kavem,2019-02-09T17:49:06
PART,DeceptDrew,8,56448,3988,529,Winber,78653,78653,Kavem,0001-01-01T00:00:00
BLOD,Officer Tanguy1462136,10,39932,13371,1052,Winber,78653,78653,Kavem,0001-01-01T00:00:00
JO,malediction,7,10181,4049,445,Winber,78653,78653,Kavem,0001-01-01T00:00:00
ВОИН,VimVex,16,60000,14775,66,Winber,78653,78653,Kavem,2019-02-04T11:27:46
HRZN,Trolith,8,11610,1259,932,Winber,78653,78653,Kavem,0001-01-01T00:00:00
WTF,ckugzz,15,,11192,236,Winber,78653,78653,Kavem,2019-02-04T15:02:25
GE,ZKoRn2,11,36508,11710,24,Winber,78653,78653,Kavem,0001-01-01T00:00:00
SRA,CaptainEdwards,15,892,30611,,Winber,78653,78653,Kavem,0001-01-01T00:00:00
,Trinity912NC,14,1997601,296769,75194,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
GOTG,bigeat,15,80250,85240,560,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
GPS,Officer Iglesias1780471,8,18708,6215,560,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
,Yasha,18,62250,29770,3327,Winber,78653,78653,Xuzikau,2019-02-09T17:46:36
CRUX,Rampage78,12,99146,11200,11082,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
SS,Alians,13,78625,9199,,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
DSFQ,Elfeven,11,65483,42618,1816,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
A,duongnc,11,45160,12185,5858,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
THTH,indothai,16,44645,20850,1595,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
PSC,smurf47,10,41600,16367,2968,Winber,78653,78653,Xuzikau,0001-01-01T00:00:00
OR,Officer Barron5937308,9,36960,9725,699,Winber,78653,78653,Eevoqew,0001-01-01T00:00:00
TARO,Meggyyo,9,58282,17951,1304,Winber,78653,78653,Eevoqew,0001-01-01T00:00:00
ASRI,thedevils,15,95430,20571,780,Winber,78653,78653,Eevoqew,0001-01-01T00:00:00
NIS,ReddKnight,6,34162,2353,250,Winber,78653,78653,Eevoqew,0001-01-01T00:00:00
UENT,DeathAngel190,6,12823,1953,292,Winber,78653,78653,Eevoqew,0001-01-01T00:00:00
BORU,noobpenguin,10,30328,27647,3735,Winber,78653,78653,Eevoqew,0001-01-01T00:00:00
AE,Stanleonie,14,49571,28805,2739,Winber,78653,78653,Eevoqew,0001-01-01T00:00:00
CRIK,mikelakatcy,16,,28402,,Winber,78653,78653,Eevoqew,2019-01-22T09:42:13
MBS,madfatty,13,61020,29855,8698,Winber,78653,78653,Guvah,0001-01-01T00:00:00
UNKN,rkchowdhury101,6,21500,3074,492,Winber,78653,78653,Guvah,0001-01-01T00:00:00
NAVP,DrSparrow,10,41398,16045,332,Winber,78653,78653,Guvah,0001-01-01T00:00:00
DRE,llogan,9,52759,8500,1991,Winber,78653,78653,Guvah,0001-01-01T00:00:00
TKP,Aza99aza,12,36985,22701,52,Winber,78653,78653,Guvah,0001-01-01T00:00:00
JTK,nobodyTW,14,43600,16504,597,Winber,78653,78653,Guvah,0001-01-01T00:00:00
SLDF,Jason2jiang,14,84348,752131,27233,Winber,78653,78653,Guvah,0001-01-01T00:00:00
STW,BorgSmeagle,13,5500,8439,360,Winber,78653,78653,Guvah,0001-01-01T00:00:00
GUAR,CDP97,5,20583,775,99,Winber,78653,78653,Guvah,0001-01-01T00:00:00
GRDJ,ReubenRaphael,12,42532,14968,4874,Quvolis,81634,81634,Ooxop,0001-01-01T00:00:00
SECR,OmarIt,15,60000,30685,2203,Quvolis,81634,81634,Ooxop,2019-02-06T04:02:25
HANS,sheen891210,13,79497,20459,15076,Quvolis,81634,81634,Ciwewaj,0001-01-01T00:00:00
TS,mrpanlop,15,48452,11200,900,Quvolis,81634,81634,Ciwewaj,2019-02-08T09:00:54
POST,PostmanJack,13,171829,14420,823,Quvolis,81634,81634,Ciwewaj,0001-01-01T00:00:00
GE,Officer Potier8262671,13,576521,19459,4413,Quvolis,81634,81634,Ciwewaj,0001-01-01T00:00:00
BDH,Phys999,13,82105,12034,5408,Quvolis,81634,81634,Meledef,0001-01-01T00:00:00
CL,USSValiantLegacy,15,106581,31133,1602,Quvolis,81634,81634,Meledef,2019-02-08T08:23:34
INDN,Adampoon2016,14,148474,3604,5257,Quvolis,81634,81634,Meledef,0001-01-01T00:00:00
DOGS,Zulrak,15,80250,21733,620,Quvolis,81634,81634,Meledef,2019-02-06T08:15:39
COYO,Adamthelier1,11,71747,17694,5798,Quvolis,81634,81634,Meledef,0001-01-01T00:00:00
TENC,Alienbob222,16,75348,83684,1559,Quvolis,81634,81634,Rueel,2019-02-07T12:38:26
,matthias1666,15,63750,30766,7321,Quvolis,81634,81634,Rueel,2019-01-28T01:42:05
TENC,Twins5263,16,241600,27030,1888,Quvolis,81634,81634,Rueel,2019-02-06T12:12:45
SOK,Superred25bank,11,94509,10576,6296,Quvolis,81634,81634,Rueel,0001-01-01T00:00:00
SVAR,CheeryYogi368,15,53022,15053,907,Quvolis,81634,81634,Rueel,2019-02-09T16:52:43
PNDA,Terno1,13,295930,10930,2,Quvolis,81634,81634,Rueel,0001-01-01T00:00:00
CSP,Mithrildes,14,51960,17820,1340,Quvolis,81634,81634,Rueel,0001-01-01T00:00:00
ZZZZ,LtCmdAkazira,16,108514,39279,2666,Quvolis,81634,81634,Rueel,2019-02-06T08:27:00
HEA,IliyarAsl,12,29648,10500,7314,Quvolis,81634,81634,Rueel,0001-01-01T00:00:00
OOSG,LordCvan,15,56261,41839,560,Quvolis,81634,81634,Iasitun,2019-02-01T18:22:47
STG,Dougyj68,12,201389,30629,3931,Quvolis,81634,81634,Iasitun,0001-01-01T00:00:00
PHIL,WindGoddess,15,80033,31681,,Quvolis,81634,81634,Iasitun,2019-02-09T05:51:08
ARKK,Littlemac,15,74332,13884,3129,Quvolis,81634,81634,Iasitun,2019-02-08T23:29:34
BRTS,CorE3,12,18667,2094,52,Quvolis,81634,81634,Iasitun,0001-01-01T00:00:00
SSOS,Darthmaull,11,30553,11009,2934,Quvolis,81634,81634,Iasitun,0001-01-01T00:00:00
JUMP,Eazyas123,13,60000,17820,4469,Quvolis,81634,81634,Novaa,0001-01-01T00:00:00
FIS,EchosShadows,12,238940,11277,1270,Quvolis,81634,81634,Novaa,0001-01-01T00:00:00
KMEL,Officer Peters1638962,15,45281,15386,6,Quvolis,81634,81634,Novaa,2019-02-06T03:50:58
GDH,Darkgalaxy1564,15,39200,13722,384,Quvolis,81634,81634,Novaa,0001-01-01T00:00:00
SPEX,AlvisDo87,11,76905,7642,5962,Quvolis,81634,81634,Novaa,0001-01-01T00:00:00
PAX,YorkeLeeTorres,14,8000,19829,498,Quvolis,81634,81634,Novaa,0001-01-01T00:00:00
EXOS,GuardianGalaxy,22,276784,84490,567233,Quvolis,81634,81634,Novaa,2019-02-10T00:09:05
ROAR,Vertibokek,25,61626,28848410,1983271,Rooth,788343992,788343992,Voyod,2019-02-10T18:27:48
HANS,Jockster,17,1116589,50780,76132,Rooth,788343992,788343992,Texiu,0001-01-01T00:00:00
OZZY,vPuLsEReApEr,15,143223,63687,5097,Rooth,788343992,788343992,Texiu,2019-02-08T21:16:52
STD,Shaboomi,18,66450,31126,,Sufiday,892844237,892844237,Iiaukup,2019-02-08T11:53:45
OMDR,BambiPrime,19,107600,142154,24237,Sufiday,892844237,892844237,Zagukiy,2019-02-04T23:50:39
OMDR,Sharrky,18,348591,80276,7263,Sufiday,892844237,892844237,Zagukiy,0001-01-01T00:00:00
SLNG,Jademan,18,80250,5134,175,Sufiday,892844237,892844237,Zagukiy,2019-02-08T11:50:01
HMSF,Jareeq,19,187331,7745,50021,Sufiday,892844237,892844237,Ueoax,2019-02-10T10:40:27
RSQD,Rabbit,26,432805,89213,11318,Sufiday,892844237,892844237,Qovux,2019-02-04T17:29:05
RSQD,Shanghai13,24,12044,83329,3319,Sufiday,892844237,892844237,Qovux,2019-02-10T05:41:32
ROAR,Blanc,27,587224,176209,376706,Ias,975691590,975691590,Sipam,2019-02-10T01:37:20
RSQD,EODTroy,26,561638,107089,16241,Ias,975691590,975691590,Wuhup,2019-02-07T19:38:53
,WEFalcon01,17,199178,58223,302,Labac,1462287177,1462287177,Keagy,0001-01-01T00:00:00
,macabremortuary,19,322258,111476,5693,Labac,1462287177,1462287177,Keagy,2019-01-26T01:08:41
,duodolz,16,23813,20302,314,Labac,1462287177,1462287177,Keagy,2019-01-24T02:10:15
,Bossku,19,122558,77000,896,Labac,1462287177,1462287177,Keagy,2019-01-27T17:36:00
,ThePENH,17,123682,27236,747,Labac,1462287177,1462287177,Keagy,2018-12-28T20:39:21
,BrennanR,19,23932,3115,1682,Labac,1462287177,1462287177,Keagy,2019-02-07T13:16:23
,Yannlo10,18,194200,52618,2101,Labac,1462287177,1462287177,Keagy,2019-02-09T21:22:41
,CrzyAvatar,18,161500,136972,5728,Labac,1462287177,1462287177,Keagy,2019-02-07T03:31:45
,Saidoww,18,293397,46597,2995,Labac,1462287177,1462287177,Keagy,2019-02-04T07:26:19
,BlackLiute,17,345885,65664,16995,Labac,1462287177,1462287177,Topper,2019-02-02T19:04:50
,LTNelson,18,124500,21000,,Labac,1462287177,1462287177,Topper,2019-02-02T05:03:37
,GrandioseCaptain,17,55600,25028,12633,Labac,1462287177,1462287177,Topper,2019-01-26T07:25:31
,IsabelkisGerrioux,17,61100,22426,3265,Labac,1462287177,1462287177,Topper,2019-02-09T09:42:24
,zang3tsu,11,75936,14427,3898,Labac,1462287177,1462287177,Topper,0001-01-01T00:00:00
,xal8888,18,158575,38149,7413,Labac,1462287177,1462287177,Topper,2019-01-27T03:56:19
,Officer Lecomte3997378,14,121610,27597,6173,Labac,1462287177,1462287177,Topper,0001-01-01T00:00:00
,CaptainKV76,14,89977,23600,5568,Labac,1462287177,1462287177,Topper,0001-01-01T00:00:00
,Fozzie1969,17,88500,8308,798,Labac,1462287177,1462287177,Topper,2019-02-06T12:44:24
,sungah88,14,63750,13032,1626,Labac,1462287177,1462287177,Topper,0001-01-01T00:00:00
,FUKCYOURSQD,15,52525,15002,291,Labac,1462287177,1462287177,Moore,2019-02-07T13:27:52
,chiucy,14,1126529,12143,692,Labac,1462287177,1462287177,Moore,0001-01-01T00:00:00
,Slywood,18,124555,71674,3525,Labac,1462287177,1462287177,Moore,0001-01-01T00:00:00
,Officer Jacob9265839,18,115875,68721,8100,Labac,1462287177,1462287177,Moore,2019-02-05T06:34:07
,Officer Amor2,19,55084,265682,,Labac,1462287177,1462287177,Moore,2019-01-25T03:11:30
,YAOLEE9251,18,95133,113577,693,Labac,1462287177,1462287177,Moore,2019-02-06T00:25:11
,Giftcard,18,1024821,20161,2767,Labac,1462287177,1462287177,Moore,0001-01-01T00:00:00
,Southpaw,18,389587,64623,11428,Labac,1462287177,1462287177,Moore,2019-02-10T00:43:30
,Lbdt9,18,114922,78304,2340,Labac,1462287177,1462287177,Moore,0001-01-01T00:00:00
,SkinofEvil,16,61600,1630,6005,Labac,1462287177,1462287177,Moore,0001-01-01T00:00:00
,Bah2019,14,63750,24546,12487,Labac,1462287177,1462287177,Spang,0001-01-01T00:00:00
,Officer Calvet6847,16,137250,11010,10634,Labac,1462287177,1462287177,Spang,0001-01-01T00:00:00
,Officer Dörr39575,18,159000,29005,490,Labac,1462287177,1462287177,Spang,0001-01-01T00:00:00
,CraftySalv,19,185709,82017,676,Labac,1462287177,1462287177,Spang,2019-02-06T04:46:14
,J2Beta,19,59176,37106,,Labac,1462287177,1462287177,Spang,0001-01-01T00:00:00
,HardDrive,17,110186,54179,2631,Labac,1462287177,1462287177,Spang,2019-01-13T01:52:37
,Officer Mariño605,14,939387,123032,2585,Labac,1462287177,1462287177,Spang,0001-01-01T00:00:00
,Johney79,14,131269,23100,9102,Labac,1462287177,1462287177,Spang,0001-01-01T00:00:00
,DamnitJimImaDoctor,14,50820,20070,4534,Labac,1462287177,1462287177,Spang,0001-01-01T00:00:00
,Officer Medina5002670,17,25890,12269,1421,Labac,1462287177,1462287177,Spang,2019-02-06T20:05:30
,AntiBakteri,12,249869,4786,2865,Labac,1462287177,1462287177,Miller,0001-01-01T00:00:00
,MineMineMine,19,135666,99951,453,Labac,1462287177,1462287177,Miller,0001-01-01T00:00:00
,Stubbystub2323,16,74032,9698,214,Labac,1462287177,1462287177,Miller,2019-02-09T15:13:15
,BigPayoh,17,87500,11457,10591,Labac,1462287177,1462287177,Miller,2019-02-09T14:54:44
,BiiGMacK,15,119850,45713,14280,Labac,1462287177,1462287177,Miller,0001-01-01T00:00:00
,SidStar,15,35360,12090,1960,Labac,1462287177,1462287177,Miller,2019-02-09T06:32:07
,tattmun,16,42152,26666,1978,Labac,1462287177,1462287177,Miller,2019-02-09T14:55:27
,Pcborg,16,81700,23820,1622,Labac,1462287177,1462287177,Miller,2019-02-03T09:27:02
,dhazed,18,124500,6351,6732,Labac,1462287177,1462287177,Miller,2019-02-09T17:31:24
,xavage,19,124500,85166,1157,Labac,1462287177,1462287177,Miller,2019-01-26T00:25:57
,Hybrid1979,18,5000,33249,199,Labac,1462287177,1462287177,Eoqusut,2019-02-07T15:47:22
,H34th3n79,19,60215,41872,4074,Labac,1462287177,1462287177,Eoqusut,2019-02-10T00:44:36
,hccccchung,16,72295,37156,789,Labac,1462287177,1462287177,Eoqusut,0001-01-01T00:00:00
,Pretz,15,52509,15002,900,Labac,1462287177,1462287177,Eoqusut,2019-02-05T07:04:39
,VictoriaChen0509,19,326880,13920,6712,Labac,1462287177,1462287177,Eoqusut,2018-12-26T23:41:13
,Officer Klingelhöfer1464400,17,91817,23417,2232,Labac,1462287177,1462287177,Eoqusut,2019-02-07T08:57:33
,xainder,17,124500,13970,1921,Labac,1462287177,1462287177,Eoqusut,2019-02-05T12:11:57
,cr4zyiv4n,17,23500,24338,575,Labac,1462287177,1462287177,Eoqusut,2019-02-05T12:11:47
,kong,17,52200,10899,1290,Labac,1462287177,1462287177,Eoqusut,2019-02-09T14:47:55
,Immortus,18,83260,5747,6355,Labac,1462287177,1462287177,Eoqusut,0001-01-01T00:00:00
LGY,Officer Pohl1683084,5,285,470,3,Injerra,76334,76334,Iajoy,0001-01-01T00:00:00
PHL,Aryz2002,17,1449449,485681,130289,Injerra,76334,76334,Iajoy,0001-01-01T00:00:00
WS,ILLUSIONER,5,4049,355,51,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
DIP,Officer Davis6368064,5,2653,525,23,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
,RauDip98,6,,1650,41,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
RJBD,rJNiFat,7,3250,1686,327,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
ПРО,awmagawd,5,2671,850,28,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
ZORO,Officer Blümel5431962,2,555,,,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
,Officer Torre6163479,1,320,,,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
,Officer Milani8083525,3,550,,,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
,Officer Viña1080197,1,300,,,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
RHR,Officer Milani4922268,10,29350,10250,100,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
BASE,Officer Grasso1565291,3,566,,,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
OGA,Officer Coppola6683566,6,202207,20975,1157,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
,Officer Scholz9973401,1,430,,,Injerra,76334,76334,Yomaniv,0001-01-01T00:00:00
EAGL,xXBlueWipesXx,12,43120,21256,7845,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
JAYE,DovahLemon,5,7884,776,18,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
KNZ,ImmortalWhale59317,7,15500,1327,324,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
,Officer Rush,1,300,,,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
,Officer Guillou458981,6,19047,237,25,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
ALEX,Officer Casado5585011,2,544,,,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
FMW,Officer Fiore3825978,7,16900,3905,94,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
TGB,Huhhuyj,9,19729,17333,759,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
ZDFP,Officer Fischer8541722,6,12657,434,579,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
JDI,Solenya1991,13,115421,17593,,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
,Officer Kroker79955,1,300,,,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
,PasteurShao,7,10630,2203,10,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
NXR,Officer Brown5675084,5,3547,460,8,Injerra,76334,76334,Wenuvux,0001-01-01T00:00:00
WRTH,FrogKicker,6,16672,944,133,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
,Ngochacp1989,1,300,,,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
TALL,MJET29,7,24063,4892,185,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
GGYD,Officer Plath9230175,5,14124,104,83,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
SLPN,Skyhunter117,9,38333,5341,,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
,saintbadboy1,7,35498,8458,574,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
,Officer Taboada548722,1,300,,,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
DERP,Officer Canales9549477,5,590,730,42,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
CRUX,CENT4ION,8,27675,7160,64,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
,Officer Llopis2066645,5,,500,,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
INTV,lilmac42755,7,579,2772,36,Injerra,76334,76334,Eanay,0001-01-01T00:00:00
MEKN,Thumbknuckle,6,16612,1610,120,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
,ValiantAlternation,1,320,,,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
,Officer Blanchet8737807,1,300,,,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
,AungKyawKhant9892,2,545,,,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
PLG,Officer Sarabia4148165,6,3929,950,136,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
KNOW,Officer White1274634,2,505,,,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
ARIA,Officer Parks3752100,2,596,,,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
STPE,jghhfvnghgrefc,5,2280,660,28,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
XO,Abepoenya0510,8,17500,2912,2863,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
UISS,TammyLBNee,6,14847,2800,388,Injerra,76334,76334,Ooyiaet,0001-01-01T00:00:00
PEON,pensanto,6,5699,53,,Injerra,76334,76334,Verugis,0001-01-01T00:00:00
LDS,Tasaskil,6,6373,155,13,Injerra,76334,76334,Verugis,0001-01-01T00:00:00
,Officer Estrada9670611,1,370,,,Injerra,76334,76334,Verugis,0001-01-01T00:00:00
HERA,Anaximandros,5,1229,595,42,Injerra,76334,76334,Verugis,0001-01-01T00:00:00
WINN,Officer Schneider5383832,6,26361,1525,306,Injerra,76334,76334,Verugis,0001-01-01T00:00:00
UDI,Officer Barone7034874,6,21940,1124,193,Injerra,76334,76334,Verugis,0001-01-01T00:00:00
NZXX,Officer Sala8341405,10,54572,9975,80,Injerra,76334,76334,Verugis,0001-01-01T00:00:00
